序號,評論ID,作者,評分,評論內容,評論日期,實際日期,照片數,語言,醫院名稱,來源檔案,實際日期_parsed,評論長度,textblob_polarity,textblob_subjectivity,textblob_sentiment,vader_compound,vader_neg,vader_neu,vader_pos,vader_sentiment,rating_category,textblob_accurate,vader_accurate
1351,review_66862,kirk g,4,"The purpose of my visit was for surgery.  I felt the staff was very caring and compassionate. The facility is relaxing and we were visited by Rufus the dog.  The reason I did not give a 5 (I give 4.49) is because there seemed to be a mixup with my records and which pre op room I was sent to.  The confusion among the staff was evident to me as they listed names that I did not know. Of course this prompted me to make sure they knew what I was in for. That said, this is a great facility and the staff was wonderful from the moment I arrived at check in.",5 months ago,2025-05-31,1,en,AdventHealth_Orlando,AdventHealth_Orlando.csv,2025-05-31,555,0.55,0.6377777777777778,Positive,0.9587,0.017,0.825,0.158,Positive,Positive (4-5★),True,True
1354,review_37409,Jake Jakoubek,5,Well done across the board.,5 months ago,2025-05-31,1,en,AdventHealth_Orlando,AdventHealth_Orlando.csv,2025-05-31,27,0.0,0.0,Neutral,0.2732,0.0,0.656,0.344,Positive,Positive (4-5★),False,True
1356,review_72831,Garland Heird,4,"Not wanting to be in the hospital, for anything, the staff made me feel that they had my best interests at heart. Everyone made it relatively Easy for me to understand, everything was explained to me about the procedure, as well as home care, using the monitor thru the recovery. Also what I may dealing with when I get home?",Edited 5 months ago,2025-05-31,1,en,AdventHealth_Orlando,AdventHealth_Orlando.csv,2025-05-31,325,0.7166666666666667,0.5666666666666667,Positive,0.9559,0.0,0.744,0.256,Positive,Positive (4-5★),True,True
1357,review_6218,Frances P Noble,5,I was taken on time and met with Dr Cole! We went over medications and the possibility of me seeing an orthopedic person for my rt knee continued pain. Dr Cole provided me a name and facility to contact. We discussed other physician departments that I see on a regular basis! I have a follow up appointment in a couple of months!,Edited 5 months ago,2025-05-31,1,en,AdventHealth_Orlando,AdventHealth_Orlando.csv,2025-05-31,329,-0.0625,0.22596153846153846,Neutral,-0.6341,0.064,0.936,0.0,Negative,Positive (4-5★),False,False
1360,review_78948,Jose Pagan,5,Favorite hospital by far the staff is great the food is great the food is great the nurses are super nice the doctors that come in out are really good best hospital in Orlando,5 months ago,2025-05-31,1,en,AdventHealth_Orlando,AdventHealth_Orlando.csv,2025-05-31,175,0.625925925925926,0.7574074074074075,Positive,0.9844,0.0,0.467,0.533,Positive,Positive (4-5★),True,True
1362,review_90551,Portia Maultsby,5,"Great doctors, staff who provide exceptional  and personalized services.",5 months ago,2025-05-31,1,en,AdventHealth_Orlando,AdventHealth_Orlando.csv,2025-05-31,72,0.7333333333333334,0.875,Positive,0.6249,0.0,0.661,0.339,Positive,Positive (4-5★),True,True
1364,review_82610,Richard Byron,4,Beautiful clean hospital. Housekeeping even turned in a lost credit card after. Some amazing new trials they seem to be up on latest stuff. Nursing care was pretty good. It's tough to find people nowadays and it's a big big hospital. Definitely recommend it,5 months ago,2025-05-31,1,en,AdventHealth_Orlando,AdventHealth_Orlando.csv,2025-05-31,257,0.2740128558310377,0.6443526170798898,Positive,0.9741,0.059,0.513,0.428,Positive,Positive (4-5★),True,True
1368,review_27101,Lynn Bryant,5,Couldn't get better care. I can't pick out one negative .these doctors and nurses are awesome!,Edited 5 months ago,2025-05-31,1,en,AdventHealth_Orlando,AdventHealth_Orlando.csv,2025-05-31,94,0.39999999999999997,0.6333333333333333,Positive,-0.6028,0.359,0.478,0.163,Negative,Positive (4-5★),True,False
1376,review_22258,Lorraine Yorke,5,I received the absolute best care at AdventHealth and truly appreciate all they did for me.,5 months ago,2025-05-31,1,en,AdventHealth_Orlando,AdventHealth_Orlando.csv,2025-05-31,91,0.6,0.6,Positive,0.9186,0.0,0.48,0.52,Positive,Positive (4-5★),True,True
1377,review_20378,Kari Link,5,"I did not want to be here and had extreme anxiety about having to be admitted. The nurses and staff made the experience quite tolerable. Josh in the ER was amazing. He was so personable and knowledgeable. Adonis on the observation floor is an incredible nurse. His professionalism and bedside manner are unmatched. You could tell he really cares about his patients. I also had a tech on the observation floor named Natalie, she was such a kind soul and i really enjoyed her help taking care of me during my stay. Thank you all for making my stay as pleasant as possible. There are many options to go for care in Orlando and I’m glad I made the choice to go to Advent Orlando.",5 months ago,2025-05-31,1,en,AdventHealth_Orlando,AdventHealth_Orlando.csv,2025-05-31,675,0.40075757575757576,0.7787878787878788,Positive,0.9836,0.03,0.744,0.226,Positive,Positive (4-5★),True,True
1381,review_57223,Ruth Peabody,5,I just had a successful cat scan here.,Edited 5 months ago,2025-05-31,1,en,AdventHealth_Orlando,AdventHealth_Orlando.csv,2025-05-31,38,0.75,0.95,Positive,0.5859,0.0,0.648,0.352,Positive,Positive (4-5★),True,True
1382,review_23438,Bob Allen,5,I have gotten excellent care.,5 months ago,2025-05-31,1,en,AdventHealth_Orlando,AdventHealth_Orlando.csv,2025-05-31,29,1.0,1.0,Positive,0.7845,0.0,0.303,0.697,Positive,Positive (4-5★),True,True
1387,review_41023,Kimberly Vargas,1,terrible service i walked in and it was nothing put attitude would never recommend anesia or however you spell her name was SUPER RUDEEEEEEEEEE,5 months ago,2025-05-31,1,en,AdventHealth_Orlando,AdventHealth_Orlando.csv,2025-05-31,143,-0.33333333333333337,0.8333333333333333,Negative,0.1086,0.169,0.681,0.15,Positive,Negative (1-2★),True,False
1388,review_98113,Bruce Butler,5,Without question the finest care our family has ever received!  Such professionalism and compassion- amazing. Absolute miracle workers 💕,5 months ago,2025-05-31,1,en,AdventHealth_Orlando,AdventHealth_Orlando.csv,2025-05-31,136,0.26666666666666666,0.7666666666666666,Positive,0.9606,0.0,0.449,0.551,Positive,Positive (4-5★),True,True
1391,review_1704,david smith,5,I had all the help I needed to get well and heal.,5 months ago,2025-05-31,1,en,AdventHealth_Orlando,AdventHealth_Orlando.csv,2025-05-31,49,0.0,0.0,Neutral,0.5859,0.0,0.676,0.324,Positive,Positive (4-5★),False,True
1393,review_64602,Debbie Smith,4,I found the recipes helpful. The look delicious,5 months ago,2025-05-31,1,en,AdventHealth_Orlando,AdventHealth_Orlando.csv,2025-05-31,47,1.0,1.0,Positive,0.7579,0.0,0.48,0.52,Positive,Positive (4-5★),True,True
1394,review_86021,brenda vasquez,5,I have a great experience staying in the hospital everyone in the 6 floor was very helpful and nice I have some great nurses my room was 6824 I have to thank everyone nurses that take care of me I am still trying to get through this but I never forget you girls and guys if I have to go back I will always choose this hospital great nurses and staff members from the emergency room to the cafeteria my love goes out to all of you always,5 months ago,2025-05-31,1,en,AdventHealth_Orlando,AdventHealth_Orlando.csv,2025-05-31,436,0.5285714285714286,0.5928571428571427,Positive,0.9686,0.032,0.723,0.245,Positive,Positive (4-5★),True,True
1395,review_17302,Lacie Allen,5,"I want to give the valet driver Tyler a huge shout out for taking a few minutes out of his time to explain the process of how they keep track of the cars and who they belong to, to my 7 year old autistic. The excitement of learning about valet became the topic of subject all the way home. Thank you Tyler for leaving a positive impact on my son during a rough time.",5 months ago,2025-05-31,1,en,AdventHealth_Orlando,AdventHealth_Orlando.csv,2025-05-31,366,0.008658008658008661,0.3826839826839826,Neutral,0.8979,0.0,0.842,0.158,Positive,Positive (4-5★),False,True
1397,review_91021,Amy Foster,5,I have had two surgeries at AdventHealth in the last three months. Everyone was so caring and patient. It’s never easy to be hurting. But I couldn’t ask for better support from the people at AdventHealth.,5 months ago,2025-05-31,1,en,AdventHealth_Orlando,AdventHealth_Orlando.csv,2025-05-31,204,0.09444444444444444,0.4666666666666666,Neutral,0.8129,0.08,0.696,0.224,Positive,Positive (4-5★),False,True
1398,review_80269,Robert Szczypinski,4,A little trouble finding a parking spot but other than that it was an excellent visit.,5 months ago,2025-05-31,1,en,AdventHealth_Orlando,AdventHealth_Orlando.csv,2025-05-31,86,0.12187500000000001,0.51875,Positive,0.6538,0.082,0.675,0.243,Positive,Positive (4-5★),True,True
1399,review_89238,Kathy Hammonds,5,Thank you for your help,Edited 5 months ago,2025-05-31,1,en,AdventHealth_Orlando,AdventHealth_Orlando.csv,2025-05-31,23,0.0,0.0,Neutral,0.6369,0.0,0.366,0.634,Positive,Positive (4-5★),False,True
1401,review_36028,Lisa Giampapa,1,"Very unsafe environment for your loved ones!! Do not I repeat do not leave them unattended if they can not speak for them selves

My daughter suffered an aneurysm and was heavily sedated on a vent so far  for 3+weeks

They are severely understaffed and have one nurse for 2 patients
But being neuro icu the patients are very high maintenance and many times if I need the nurse they are away from the station with the other patient.  Many times the situation is urgent i.e. the ventilator is alarming. The patient is agitated and needing assistance, keeping her from jumping out of the bed or pulling her tubes.

The fix to a lot of these nurses is to medicate or splint  their hands and add mittens

Why there is not patient care tech  assigned to this floor is beyond me. These nurses are very, very stretched and facing very severe burnout, which I’m sure leads to judgment issues.

Advent
health really needs to get their act together

The sink in the bathroom leaks and does not work properly. The guest bathroom next to the waiting room has mold in the toilet. The guest waiting area is ice machine and water machine does not work.

The first week I was here I had two issues with two separate nurses and they were actually infection risk issues and after having to make several phone calls, we were told that they wanted to earn our trust back and would only give us the best nursing care and that lasted for about three days then we got reassigned a nurse we had a concern about.  Every time my daughter makes progress we have a bad staffing day where she is not tended to appropriately and she suffers some sort of set back

She has pneumonia for the 3rd time since admission

The doctors change weekly and they all have a different approach and differences in focus of importance

Their lack of compassion for family members is shameful

There is no way I could ever leave my daughter alone and be safe from falling out of bed or extubations ( which has already happened) so as a result I have been essentially living here

I was told it was against policy for me to get a guest tray so I have even gone days without eating because it was unsafe for me to leave her side.  I have taken several photos of her hanging off the bed and no one is around.  I will be reporting this to cms as well

Do not leave your loved one there if they can not advocate for themselves",5 months ago,2025-05-31,1,en,AdventHealth_Orlando,AdventHealth_Orlando.csv,2025-05-31,2374,0.14170833333333335,0.3926840277777777,Positive,-0.746,0.102,0.815,0.083,Negative,Negative (1-2★),False,True
1403,review_83161,Michael J. Young,5,The nurses and care team at AdventHealth are the best- on-point in every regard. They made my surgery a successful experience!,5 months ago,2025-05-31,1,en,AdventHealth_Orlando,AdventHealth_Orlando.csv,2025-05-31,126,0.96875,0.625,Positive,0.9098,0.0,0.61,0.39,Positive,Positive (4-5★),True,True
1405,review_35458,Frederick Miller,5,"Excellent service. Friendly, helpful group of professionals.",5 months ago,2025-05-31,1,en,AdventHealth_Orlando,AdventHealth_Orlando.csv,2025-05-31,60,0.6875,0.75,Positive,0.8658,0.0,0.292,0.708,Positive,Positive (4-5★),True,True
1406,review_39372,Cora Wright,5,The staff was very kind and courteous. and answered all the questions I had.,Edited 5 months ago,2025-05-31,1,en,AdventHealth_Orlando,AdventHealth_Orlando.csv,2025-05-31,76,0.69,1.0,Positive,0.8051,0.0,0.623,0.377,Positive,Positive (4-5★),True,True
1407,review_27139,David Bloodgood,5,Cardio rehab was really good program.  Staff excellent.  Unfortunately your location was really inconvenient.  It was 45 min drive each way and a long trek from parking. Ended up being a four hour trip.  Wish you had something in Dr Phillips.,5 months ago,2025-05-31,1,en,AdventHealth_Orlando,AdventHealth_Orlando.csv,2025-05-31,242,0.10999999999999999,0.8,Positive,0.6705,0.1,0.71,0.189,Positive,Positive (4-5★),True,True
1410,review_3399,Nestor Serrano,5,Advent Health East is the greatest Hospital in the Greater Orlando area,5 months ago,2025-05-31,1,en,AdventHealth_Orlando,AdventHealth_Orlando.csv,2025-05-31,71,0.75,0.75,Positive,0.7717,0.0,0.599,0.401,Positive,Positive (4-5★),True,True
1421,review_83727,zzz,1,Horrible experience. Will never go to Orlando AdventHealth.,5 months ago,2025-05-31,1,en,AdventHealth_Orlando,AdventHealth_Orlando.csv,2025-05-31,59,-1.0,1.0,Negative,-0.5423,0.333,0.667,0.0,Negative,Negative (1-2★),True,True
1422,review_84852,Rosa Andino,5,"Advent Health Orl. Hospital is the best one I've been in years. Employees give their 100%effort to the clients. They carry their hearts up their sleeve. Doctors are dedicated, knowledgeable and very prepared on their individual specialties. Special thanks to the cleaning crew, they do an awesome job. All my morning and night nurses,( you all know who) and I would highly recommend Dr. Hartman if you ever need a back surgery. Watch out his cowboy boots!!!!",5 months ago,2025-05-31,1,en,AdventHealth_Orlando,AdventHealth_Orlando.csv,2025-05-31,458,0.36464285714285716,0.4139285714285714,Positive,0.9806,0.0,0.716,0.284,Positive,Positive (4-5★),True,True
1423,review_10020,zulma colon,5,"All employees at Advent Health are soooo wonderful. We would not have been able to survive a heart transplant without them. They helped the whole family, not just the patient. They are beautiful and they serve with true care. Thank you!
The transplant clinic is a well oiled machine! Everything works at all times.",Edited 5 months ago,2025-05-31,1,en,AdventHealth_Orlando,AdventHealth_Orlando.csv,2025-05-31,314,0.619375,0.735,Positive,0.9719,0.0,0.672,0.328,Positive,Positive (4-5★),True,True
1424,review_32741,Wanda Lowery,5,Such a good experience,5 months ago,2025-05-31,1,en,AdventHealth_Orlando,AdventHealth_Orlando.csv,2025-05-31,22,0.35,0.55,Positive,0.4404,0.0,0.508,0.492,Positive,Positive (4-5★),True,True
1427,review_44414,El,4,"Did not get to speak with surgeon or clinical care team prior to operation. First time in hospital intake was not very welcoming or informative. Procedure was conducted as VA community care process but After operation I was left to fend for myself, after release while medicated there was no wheel chair and I had to walk to unknown pharmacy location for medications and then to wait for transportation area. I'm in need of AFLAC documents for work and have not received them. Dr wanted me to get Post Op home care and Physical Training and VA has not received instructions or request. I messaged VA primary care and was told request needs to be submitted by surgeons staff through community care contract POC.",5 months ago,2025-05-31,1,en,AdventHealth_Orlando,AdventHealth_Orlando.csv,2025-05-31,710,0.0642857142857143,0.2680272108843537,Neutral,0.9258,0.033,0.843,0.123,Positive,Positive (4-5★),False,True
1428,review_45117,Billy Hynd,5,The best hospital system I have ever been to.,5 months ago,2025-05-31,1,en,AdventHealth_Orlando,AdventHealth_Orlando.csv,2025-05-31,45,1.0,0.3,Positive,0.6369,0.0,0.656,0.344,Positive,Positive (4-5★),True,True
1429,review_14894,Renee Mayo,5,Excellent experience! Staff so very caring!!!,Edited 5 months ago,2025-05-31,1,en,AdventHealth_Orlando,AdventHealth_Orlando.csv,2025-05-31,45,0.6953125,0.65,Positive,0.8638,0.0,0.316,0.684,Positive,Positive (4-5★),True,True
1431,review_12786,Decors_by_Ava,5,"From day 1 I stand by Advent Health.. The staff is ALWAYS very professional the treatment and care from the staff is always immaculate. I admire the togetherness and team work with the nurse staff in the infusion department especially when it comes to the Nurse staff Ann, Deshia, and Julie they make you feel at home, comfortable and relaxed.. They go above and beyond to see that everything goes well they are patient staff oriennted as well.. I admire their professionalism... We need more nurses like them in today's world.. ADVENT HEALTH NEVER FAILS..",5 months ago,2025-05-31,1,en,AdventHealth_Orlando,AdventHealth_Orlando.csv,2025-05-31,556,0.21333333333333335,0.4716666666666666,Positive,0.9743,0.0,0.77,0.23,Positive,Positive (4-5★),True,True
1432,review_84943,Shawn Jenkins,5,Advent Hospital borland takes great care of me whenever I'm there.,5 months ago,2025-05-31,1,en,AdventHealth_Orlando,AdventHealth_Orlando.csv,2025-05-31,66,0.8,0.75,Positive,0.8074,0.0,0.552,0.448,Positive,Positive (4-5★),True,True
1434,review_93610,Terri Hurst,2,I’d rather go to the big hospital for my MRI.  I went in a Saturday and had a hard time finding the department.  There was no one at the guest desk.  I was so annoyed and wandering around looking for anyone.  We finally found it.  I was the only patient there. They took me back and changed into scrubs.  The nurse started my IV.  So I waited to be called right away.  I was the only one there.  I waited about 15 minutes and stood outside of the room and asked loudly when will I be seen?  The tech came and apologized and said he was making sure the dye that he was going to use was ok.  Made sure I wasn’t allergic to it.  What???  Why couldn’t he find that out before I got there.  And he was on the phone too.  I was called back in 3 minutes.  I won’t go back on a Saturday.,5 months ago,2025-05-31,1,en,AdventHealth_Orlando,AdventHealth_Orlando.csv,2025-05-31,779,0.0796031746031746,0.5403439153439152,Neutral,-0.4984,0.061,0.898,0.041,Negative,Negative (1-2★),False,True
1437,review_84619,Christine VanDyk,5,"It is obvious that AdventHealth Orlando has a culture of healing and caring. Every person we encountered - from surgical staff to nurses to the transport team - was kind, professional and deliberate in telling you who they were and how they contributed to your care. Dr. Fields was exceptional! He was confident in his plan, precise in his explanations and genuinely compassionate. His surgical team was also stellar and clearly very qualified. I felt seen, cared for and relaxed in what could have otherwise been a very scary situation.",5 months ago,2025-05-31,1,en,AdventHealth_Orlando,AdventHealth_Orlando.csv,2025-05-31,537,0.2633333333333333,0.6183333333333334,Positive,0.9681,0.032,0.737,0.232,Positive,Positive (4-5★),True,True
1438,review_63797,Kevin O'Neil,5,Great experience with Debbie!,5 months ago,2025-05-31,1,en,AdventHealth_Orlando,AdventHealth_Orlando.csv,2025-05-31,29,1.0,0.75,Positive,0.6588,0.0,0.406,0.594,Positive,Positive (4-5★),True,True
1439,review_54534,stacey cerra,5,"Absolutely love the team at Advent health. The nurse team and doctor were all so personable and kind during my entire procedure, making the process much easier. I always felt comfortable and well taken care of and truly appreciate the staffs kindness. You can tell each and every one of them loves what they do and it shows with care they give their patients. Thank you!",5 months ago,2025-05-31,1,en,AdventHealth_Orlando,AdventHealth_Orlando.csv,2025-05-31,370,0.36,0.625,Positive,0.989,0.0,0.588,0.412,Positive,Positive (4-5★),True,True
1442,review_98927,Fidel Carter,4,"My dialysis catheter fell out of my chest 5 days after I had it ""retunneled"". I sat up to eat breakfast and found the catheter in my hands with the two pins that enter the heart right there. My undershirt was blotcjed with blood. I called the ambulance and realized my cough the night befire was probably from the catheter dislodging. There was blood in my lungs and I had to have a new catheter placed.
I was pleased with the service I received at Advent Health this time. The medicine doctor was exceptional. He had the bedside manner of an era long forgotten. There's hope in the darkness of the kiling fields of iotrophic medicine. As a Dialysis patient i watch and sometimes hear people die in hospital, including twice at Advent Health. Once in the basement during dialysis and once inbrhe ICU. I've been close ( to dying) myself, About 5 times. There has to be a better way.
Transplants with bone marrow are the best surgical solution. That way you don't need toxic antirejection meds. I got a transplant at Florida Hospital aka Advent Health in 2015 after 4 years on peritoneal Dialysis.  In 30 days the Tacrolymus levels never rose to the level they wanted. Instead of realizing I needed an alternative, doctor Cyril Kouriakus raised the prescription until I was taking 12 in the morning and 12 in the evening.  Keep in mind that the side effect of Tacrolimus is kidney damage.
That's right.  You get a kidney transplant, and the medicine destroys what little function you have left. Yeah. I was able to pee before the transplant, but not afterwards. That means swolen legs, edema, including pulmonary aka potentially drowning in my fluids in my sleep. Pericarditis. Several liters of fluid in the sack around my heart was drained over the course of three days. The procedure looked like a coffee strw sticking out of my chest.  I lost 45 pounds in 45 days in the process. Like I said, I have faced death several times over the years as a victim of the system.
To prevent the pericarditis from returning, I was prescribed Colchicine. Yeah. Bad idea. Colchicine caused splenomegaly and low platelets in my blood. The result was a bout with death,  closer than ever before in June and July of 2024. The Colchicine was stopped and I started taking B12 in high doses. It was a Naturalpathic healer that gave the knowledge for me to heal. My loving wife found her. Keep in mind, I had 7 blood and platelet transfusions first.  All while bleeding from the sinuses and several small wounds including acne on my face and a scratch on my leg from my new puppy. I was Neutropenic. That hospital stay was at ORMC.",5 months ago,2025-05-31,1,en,AdventHealth_Orlando,AdventHealth_Orlando.csv,2025-05-31,2611,0.13833290043290045,0.4638207792207792,Positive,-0.2023,0.072,0.858,0.07,Negative,Positive (4-5★),True,False
1445,review_54501,Bill Heagy,5,Great experience from start to finish with caring and attentive staff,5 months ago,2025-05-31,1,en,AdventHealth_Orlando,AdventHealth_Orlando.csv,2025-05-31,69,0.6000000000000001,0.825,Positive,0.8074,0.0,0.552,0.448,Positive,Positive (4-5★),True,True
1446,review_28409,Tonita Tonita,5,Great place to go. I love them all.,Edited 5 months ago,2025-05-31,1,en,AdventHealth_Orlando,AdventHealth_Orlando.csv,2025-05-31,35,0.65,0.675,Positive,0.8519,0.0,0.42,0.58,Positive,Positive (4-5★),True,True
1447,review_98135,Juan R. Rodriguez,5,Excellent service provided by the company and their team,Edited 5 months ago,2025-05-31,1,en,AdventHealth_Orlando,AdventHealth_Orlando.csv,2025-05-31,56,1.0,1.0,Positive,0.5719,0.0,0.684,0.316,Positive,Positive (4-5★),True,True
1448,review_44066,Philip Drake,5,"The care i received was first class.  Every staff member from orderly to admin, nurses and specialists and doctors gave care and expert experience in my stay!

I am grateful for the quality of service provided and feel confident that if I ever needed medical attention, I would be in the safest of hands with Advent. Thank you!",5 months ago,2025-05-31,1,en,AdventHealth_Orlando,AdventHealth_Orlando.csv,2025-05-31,327,0.2708333333333333,0.3888888888888889,Positive,0.9544,0.0,0.739,0.261,Positive,Positive (4-5★),True,True
1450,review_84545,Robert,5,"The best, professional, and kind people around. Without a doubt, my life was saved from a stroke. Iam Forever greatful!",5 months ago,2025-05-31,1,en,AdventHealth_Orlando,AdventHealth_Orlando.csv,2025-05-31,119,0.6166666666666667,0.43333333333333335,Positive,0.9153,0.0,0.556,0.444,Positive,Positive (4-5★),True,True
1451,review_2609,Sunflower 7 Lawrence,1,There are some great employees in this practice like any medical provider but you have to search really hard to find them. Go with a health care provider where all the doctors are amazing!! You will win every time.,Edited 5 months ago,2025-05-31,1,en,AdventHealth_Orlando,AdventHealth_Orlando.csv,2025-05-31,214,0.4491666666666667,0.5183333333333333,Positive,0.9615,0.037,0.604,0.359,Positive,Negative (1-2★),False,False
1453,review_35945,Patrice Donaldson,5,The nurse was real nice to me and explain everything about the surgery and what time to get there.,5 months ago,2025-05-31,1,en,AdventHealth_Orlando,AdventHealth_Orlando.csv,2025-05-31,98,0.8999999999999999,1.0,Positive,0.4215,0.0,0.865,0.135,Positive,Positive (4-5★),True,True
1463,review_67945,WDD,5,"Adventhealth customer service is the best, the empathy and  compassion specially in difficult moments is exceptional. 100% recommended",5 months ago,2025-05-31,1,en,AdventHealth_Orlando,AdventHealth_Orlando.csv,2025-05-31,134,0.38888888888888884,0.7666666666666666,Positive,0.7769,0.097,0.543,0.36,Positive,Positive (4-5★),True,True
1464,review_60560,Z Colon,5,"Always have the best care! I am a senior, and Advent Health is the best hospital I have ever been to. Their transplant Clinic is number one, and their Intensive Care nurses are the most knowledgeable I have ever seen. Cardiac Rehab takes care of you with caring and knowledge. They are the best of the best!",5 months ago,2025-05-31,1,en,AdventHealth_Orlando,AdventHealth_Orlando.csv,2025-05-31,307,0.7416666666666667,0.2833333333333334,Positive,0.9855,0.0,0.604,0.396,Positive,Positive (4-5★),True,True
1465,review_6452,LeeAnne Lake,5,"Other than the last day they were wonderful. No complaints. They were efficient and helpful. Since I was confined to a bed, they responded immediately whenever needed. Unfortunately, the last day it took over 30 min to get to me. Finally, I asked them to disarm the bed.",Edited 5 months ago,2025-05-31,1,en,AdventHealth_Orlando,AdventHealth_Orlando.csv,2025-05-31,270,0.0625,0.5847222222222223,Neutral,0.8465,0.042,0.755,0.203,Positive,Positive (4-5★),False,True
1466,review_9418,Jill Hoehn,5,"Great care, testing & follow up.",5 months ago,2025-05-31,1,en,AdventHealth_Orlando,AdventHealth_Orlando.csv,2025-05-31,32,0.8,0.75,Positive,0.8074,0.0,0.354,0.646,Positive,Positive (4-5★),True,True
1467,review_9165,paul domingo jr,5,They were very professional at there job and took excellent care of me thanks,5 months ago,2025-05-31,1,en,AdventHealth_Orlando,AdventHealth_Orlando.csv,2025-05-31,77,0.4433333333333333,0.4433333333333333,Positive,0.8689,0.0,0.529,0.471,Positive,Positive (4-5★),True,True
1470,review_50302,kenny banfield,5,Had a stroke and was there for 4 days. Marangela(?) and Lauren took awesome care of me. They deserve a raise and a promotion,5 months ago,2025-05-31,1,en,AdventHealth_Orlando,AdventHealth_Orlando.csv,2025-05-31,124,1.0,1.0,Positive,0.8074,0.0,0.751,0.249,Positive,Positive (4-5★),True,True
1471,review_5872,Ivellisse Santiago,5,"All of the facilitators were excellent I've been having diabetes for over 10 years now and I didn't know how much I didn't know about diabetes it was a very enlightening month for me and informative about the different medicines I had no clue I just did what my doctor told me and kept it moving. However, the breakdown was so much information and the fact that they simplify it I was able to comprehend and retain the knowledge I learned about diabetes. I am so grateful and humble for all the classes especially Ashley she was amazing I'm so grateful and humble that I had this experience it was very positive I would say 10 out of 10. Thank you, Ivellisse",5 months ago,2025-05-31,1,en,AdventHealth_Orlando,AdventHealth_Orlando.csv,2025-05-31,658,0.25322314049586775,0.5958264462809918,Positive,0.9734,0.016,0.809,0.175,Positive,Positive (4-5★),True,True
1475,review_14098,JoAnn Gonsalves,5,"The Orthopedic unit, was excellent treating me. I felt secure with the decisions made to care for my broken bones. They were a great team.",5 months ago,2025-05-31,1,en,AdventHealth_Orlando,AdventHealth_Orlando.csv,2025-05-31,138,0.44999999999999996,0.6875,Positive,0.8834,0.085,0.548,0.367,Positive,Positive (4-5★),True,True
1476,review_52170,Nicole Rose,1,"This was one of the worst experiences of my life and has seriously delayed my ongoing recovery. The nursing  and medical staff as a whole, was rude, unprofessional, and never bothered to read my chart or check allergies, or answer a call bell (there were 1 or 2 nurses throughout my stay, that were awesome, but it absolutely was NOT the norm!)I had a medical procedure that I require somewhat “regularly” and know what to expect….this was nothing short of torture. The care was worse than any third world country. I had been on a clear liquid diet and fasting for a couple days prior, and was also vomiting…it took them until the day after the procedure, to even start me on IV fluids which is standard of care, and similar amount of time to get orders for nausea and pain meds (never even given in recovery) I lost 12 lbs in a week and now having issues with my blood pressure, all related to this. For clarification, usually I’m in the hospital two-three days post op, and basically back to 💯.
I’m not fond of ORMC, as their misdiagnosis led to death of my son, from renal cell carcinoma, but after my recent experience with Advent Health, I’ll be giving them another try. (Seriously felt I had woken up in an alternate reality, it was so BAD)",5 months ago,2025-05-31,1,en,AdventHealth_Orlando,AdventHealth_Orlando.csv,2025-05-31,1246,-0.0789855072463768,0.3721850613154961,Neutral,-0.9578,0.154,0.761,0.085,Negative,Negative (1-2★),False,True
1478,review_37657,Glen Edward Mitchell (GEM),3,Rush you out of hospital to fast with having a resolution for your case,5 months ago,2025-05-31,1,en,AdventHealth_Orlando,AdventHealth_Orlando.csv,2025-05-31,71,0.2,0.6,Positive,0.0,0.0,1.0,0.0,Neutral,Neutral (3★),False,True
1480,review_90584,Charles Sanabria,5,Staff is very attentive and caring to your needs and comfort.,Edited 5 months ago,2025-05-31,1,en,AdventHealth_Orlando,AdventHealth_Orlando.csv,2025-05-31,61,0.52,1.0,Positive,0.7152,0.0,0.601,0.399,Positive,Positive (4-5★),True,True
1481,review_44925,john holiday,5,"I went through a life changing experience, having AdventHealth Orlando as my partner allowed me to survive and continue a normal life. Thank you AdventHealth for saving my life.",Edited 5 months ago,2025-05-31,1,en,AdventHealth_Orlando,AdventHealth_Orlando.csv,2025-05-31,177,0.15,0.6499999999999999,Positive,0.3612,0.0,0.918,0.082,Positive,Positive (4-5★),True,True
1482,review_97679,Mike Anderson,4,"Visit was great.  Everyone was attentive and there was little waiting.  However, I have called multiple times trying.to get questions answered about the test results.  The clinical team is not returning those calls.",5 months ago,2025-05-31,1,en,AdventHealth_Orlando,AdventHealth_Orlando.csv,2025-05-31,215,0.25312500000000004,0.5375,Positive,0.6249,0.0,0.886,0.114,Positive,Positive (4-5★),True,True
1483,review_69016,Angel M Ramos,5,Very professional attitude and clean place all around 👌,5 months ago,2025-05-31,1,en,AdventHealth_Orlando,AdventHealth_Orlando.csv,2025-05-31,55,0.24833333333333335,0.41500000000000004,Positive,0.8331,0.0,0.442,0.558,Positive,Positive (4-5★),True,True
1488,review_79883,Amy Marie Stavish,5,Our hospital experience was absolutely amazing. We didn’t even know there was a kids ER and we were admitted and in a room within 90 mins of arrival. Everyone was amazing!,5 months ago,2025-05-31,1,en,AdventHealth_Orlando,AdventHealth_Orlando.csv,2025-05-31,171,0.675,0.9,Positive,0.862,0.0,0.745,0.255,Positive,Positive (4-5★),True,True
