title,authors,year,journal,doi,uid,countries,abstract,citations,references,keywords,subtypeDescription,relevance_score
Innovating health prevention models in detecting infectious disease outbreaks through social media data: an umbrella review of the evidence,"Giancotti, Monica; Lopreite, Milena; Mauro, Marianna; Puliga, Michelangelo; FRONTIERS MEDIA SA; Giancotti, Monica; Lopreite, Milena; Mauro, Marianna; Puliga, Michelangelo; Giancotti, Monica; LOPREITE, Milena; puliga, michelangelo; Mauro, Marianna",2024,FRONTIERS IN PUBLIC HEALTH,10.3389/fpubh.2024.1435724,WOS:001371609700001,Italy,"Introduction and objective: The number of literature reviews examining the use of social media in detecting emerging infectious diseases has recently experienced an unprecedented growth. Yet, a higher-level integration of the evidence is still lacking. This study aimed to synthesize existing systematic literature reviews published on this topic, offering an overview that can help policymakers and public health authorities to select appropriate policies and guidelines. Methods: We conducted an umbrella review: a review of systematic reviews published between 2011 and 2023 following the PRISMA statement guidelines. The review protocol was registered in the PROSPERO database (CRD42021254568). As part of the search strategy, three database searches were conducted, specifically in PubMed, Web of Science, and Google Scholar. The quality of the included reviews was determined using A Measurement Tool to Assess Systematic Reviews 2. Results: Synthesis included 32 systematic reviews and 3,704 primary studies that investigated how the social media listening could improve the healthcare system's efficiency in terms of a timely response to treat epidemic situations. Most of the included systematic reviews concluded showing positive outcomes when using social media data for infectious disease surveillance. Conclusion: Systematic reviews showed the important role of social media in predicting and detecting disease outbreaks, potentially reducing morbidity and mortality through swift public health action. The policy interventions strongly benefit from the continued use of online data in public health surveillance systems because they can help in recognizing important patterns for disease surveillance and significantly improve the disease prediction abilities of the traditional surveillance systems.",0,0,health policy; emerging infectious diseases; umbrella review; social media; surveillance; SYSTEMATIC REVIEWS; SURVEILLANCE; TWITTER,Review,0
An Exploration of Nurses' Experience Following a Face-to-Face or Web-Based Intervention on Patient Deterioration,"Kim, Jeong-Ah; Jones, Linda K.; Terry, Daniel; Connell, Cliff; MDPI; Kim, Jeong-Ah; Jones, Linda K.; Terry, Daniel; Connell, Cliff; Kim, Jeong-Ah; Connell, Clifford; Jones, Linda; Jones, Linda K; Connell, Clifford; Kim, Jeong-ah; Kim, Jeong ah; Terry, Daniel",2023,HEALTHCARE,10.3390/healthcare11243112,WOS:001137792500001,Australia,"A web-based clinical simulation program, known as FIRST(2)ACT (Feedback Incorporating Review and Simulation Techniques to Act on Clinical Trends), was designed to increase the efficacy of clinicians' actions in the recognition and immediate response to a patient's deterioration. This study, which was nested in a larger mixed method project, used ten focus groups (n = 65) of graduate, enrolled, registered nurses, associate nurse unit managers, and general managers/educators/coordinators from four different institutions to investigate whether nurses felt their practice was influenced by participating in either a face-to-face or web-based simulation educational programme about patient deterioration. The results indicate that individuals who were less ""tech-savvy"" appreciated the flexibility of web-based learning, which increased their confidence. Face-to-face students appreciated self-reflection through performance evaluation. While face-to-face simulations were unable to completely duplicate symptoms, they showed nurses' adaptability. Both interventions enhanced clinical practice by improving documentation and replies while also boosting confidence and competence. Web learners initially experienced tech-related anxiety, which gradually subsided, demonstrating healthcare professionals' resilience to new learning approaches. Overall, the study highlighted the advantages and challenges of web-based and face-to-face education in clinical practice, emphasising the importance of adaptability and reflective learning for healthcare professionals. Further exploration of specific topics is required to improve practice, encourage knowledge sharing among colleagues, and improve early detection of patient deterioration.",0,0,clinical simulation; web-based intervention; face-to-face intervention; patient deterioration; patient safety; nurses; FIRST(2)ACT; DECISION-MAKING; SIMULATION; PERCEPTIONS; JUDGMENT; ONLINE; IMPACT; SKILLS; MODEL,Article,0
Sentimental analysis of Facebook reviews: Does hospitality matter in senior living?,"Zhong, YunYing (Susan); Zhang, TingTing; Ronzoni, Giulio; ELSEVIER SCI LTD; Zhong, YunYing (Susan); Zhang, TingTing; Ronzoni, Giulio; Zhong, YunYing (Susan); Zhang, Tingting",2023,INTERNATIONAL JOURNAL OF HOSPITALITY MANAGEMENT,10.1016/j.ijhm.2022.103384,WOS:001023531800001,USA,"The U.S. senior living industry is increasingly innovating through bridging hospitality and healthcare practices. This study aimed to examine the role of hospitality in the senior living setting from the consumer's perspectives, focusing on residents and their family and friends. Using text mining and sentiment analysis on Facebook reviews, the study uncovered five factors that affected satisfaction, dissatisfaction, and recommendation behavior: service delivery, built environment, social environment, hospitality amenities, and cost. Results indicated the relevance of hospitality, its specific meanings, and its effects on different resident-based outcomes in senior living. This research represents one of the few studies that attempt to broaden the applicability of hospitality to other service sectors and promote interdisciplinary research between senior living and hospitality.",0,0,Hospitality definition; Senior living; Facebook review; Sentiment analysis; Text mining; Recommendation; Satisfaction; Dissatisfaction; BIG DATA; SERVICE; CARE; SATISFACTION; PERCEPTIONS; CUSTOMERS; INDUSTRY; QUALITY; IMPACT; SCALE,Article,1
Impact of Surgical Residency Integration on Trauma and Acute Care Surgery Outcomes: A Retrospective Analysis,"Louis, Mena; Gibson, Brian; Krause, Morgan; ELSEVIER SCIENCE INC; Louis, Mena; Gibson, Brian; Krause, Morgan; Krause, Morgan; Louis, Mena; Krause, Morgan",2024,JOURNAL OF SURGICAL EDUCATION,10.1016/j.jsurg.2024.06.009,WOS:001291802700001,USA,"BACKGROUND: In the context of surgical education reform, the integration of residency programs represents a significant milestone. Concerns about potential disruptions to patient care metrics amid these changes necessitate empirical investigation. METHODS: This study assessed the impact of integrating surgical residency programs on patient outcomes within Trauma and Acute Care Surgery services. Pre- and postintegration data were meticulously analyzed to evaluate key metrics, including length of hospital stay, recovery rates, and complication rates. RESULTS: Contrary to initial concerns, the introduction of residency programs did not yield significant alterations in patient care metrics. Analysis revealed consistent outcomes pre- and post-integration, indicating the resilience of patient care amidst educational reforms. Despite the introduction of a high-stakes training environment, patient outcomes remained stable. CONCLUSION: The study highlights the compatibility educational advancements with the preservation of optimal patient care standards in Trauma and Acute Care Surgery services. Demonstrating the stability of patient care metrics in the face of educational reforms offers valuable insights for healthcare institutions considering similar initiatives. Overall, these findings contribute to the discourse on the value of surgical residency programs, reinforcing the importance of maintaining high-quality patient care standards while advancing surgical education. ( Association Directors in Published Elsevier Inc. All rights are reserved, including those for text and data mining, AI training, and similar technologies.)",0,0,acute care surgery; patient outcomes; recovery rates; complication rates; Surgical residency integration; trauma,Article,1
Predictors of the quality of life in siblings of children with chronic diseases,"Eidi, Fatemeh; Taklimi, Mahshid Mirzaie; Taheri-Ezbarami, Zahra; Faraji-Nesfechi, Elnaz; Leili, Ehsan Kazemnejad; ELSEVIER SCIENCE INC; Eidi, Fatemeh; Taklimi, Mahshid Mirzaie; Taheri-Ezbarami, Zahra; Faraji-Nesfechi, Elnaz; Leili, Ehsan Kazemnejad; Taklimi, Mahshid Mirzaie; ezbrami, zahra",2024,JOURNAL OF PEDIATRIC NURSING-NURSING CARE OF CHILDREN & FAMILIES,10.1016/j.pedn.2024.08.012,WOS:001370506100001,Iran,"Purpose: Advances in medical sciences have contributed to the increase in children living with chronic diseases. The diagnosis of a chronic disease in a child can affect the quality of life of all family members, including siblings. Therefore, this study aimed to identify the predictors of quality of life among siblings aged 8 to 12 years who have a brother or sister with chronic diseases. Methods: In this case-control study conducted in Rasht, 85 siblings of children with chronic diseases as the case group and 172 siblings of healthy children as the control group were recruited using cluster sampling. The two groups were matched for age and gender. Data were collected using the Pediatric Quality of Life Inventory (PedsQL TM) and a demographic questionnaire. The collected data were analyzed using Mann-Whitney U, Kruskal-Wallis, and logistic regression analysis tests via SPSS version 16. Results: The mean quality of life scores in the case and control groups were 88.86 +/- 10.33 and 87.39 +/- 10.89, respectively, indicating a desirable level within both groups. No statistically significant difference was found in this regard between the two groups. Based on the logistic regression analysis, three variables of number of family members (P = 0.03), mother's education level (P = 0.025), and family's income level (P = 0.023) were identified as significant predictors of quality of life. In this regard, it was found that the number of family members and the mother's education level were positively related to the quality of life, increasing the mean scores by 2.32 and 1.48, respectively. Conversely, a higher family income level was associated with a decrease in quality of life scores by 0.543. Conclusions: The study found that the quality of life among siblings of children with chronic diseases is good, comparable to that of their peers. The findings imply that the chronicity of the disease does not significantly impair siblings' adaptation and overall well-being. Practice implications: The findings of this study can be used in various fields, including healthcare management, nursing clinical services, nursing education, and nursing research. (c) 2024 Elsevier Inc. All rights are reserved, including those for text and data mining, AI training, and similar technologies.",0,0,Quality of life; Siblings; Chronic disease; Child; CHRONIC ILLNESS; PSYCHOLOGICAL ADJUSTMENT,Article,1
Secure Secondary Use of Clinical Data with Cloud-based NLP Services Towards a Highly Scalable Research Infrastructure,"Christoph, J.; Griebel, L.; Leb, I.; Engel, I.; Koepcke, F.; Toddenroth, D.; Prokosch, H. -U.; Laufer, J.; Marquardt, K.; Sedlmayr, M.; GEORG THIEME VERLAG KG; Christoph, J.; Griebel, L.; Leb, I.; Engel, I.; Koepcke, F.; Toddenroth, D.; Prokosch, H. -U.; Sedlmayr, M.; Laufer, J.; Marquardt, K.; Sedlmayr, M.; Sedlmayr, Martin; Sedlmayr, Martin",2015,METHODS OF INFORMATION IN MEDICINE,10.3414/ME13-01-0133,WOS:000355057800013,Germany,"Objectives: The secondary use of clinical data provides large opportunities for clinical and translational research as well as quality assurance projects. For such purposes, it is necessary to provide a flexible and scalable infrastructure that is compliant with privacy requirements. The major goals of the cloud4health project are to define such an architecture, to implement a technical prototype that fulfills these requirements and to evaluate it with three use cases.",0,0,Cloud-computing; secondary use; text-mining; privacy; natural language processing; software design; ELECTRONIC HEALTH RECORDS; INFORMATICS; NETWORK; LOINC,Article,2
"Impact of a pharmacist-driven COPD clinic on outcomes related to COPD in a federally qualified health center (Reprinted from J Am Pharm Assoc, vol 64, pg 512-516, 2024)","Glover, Lacey H.; Skelley, Jessica W.; Cimino, Lauren H.; Berry, Russell B.; ELSEVIER; Glover, Lacey H.; Glover, Lacey H.; Skelley, Jessica W.; Glover, Lacey H.; Skelley, Jessica W.; Skelley, Jessica W.; Cimino, Lauren H.; Berry, Russell B.; Berry, Russell B.; Glover, Lacey H.; Glover, Lacey",2024,JOURNAL OF THE AMERICAN PHARMACISTS ASSOCIATION,10.1016/j.japh.2024.102170,WOS:001325619900026,USA,"Background: Chronic obstructive pulmonary disease (COPD) affects many patients across the United States. Morbidity related to COPD can lead to increased financial strain to health care system. The United States is also shifting toward value-based payments, which rely on satisfying quality measures. Pharmacists are equipped with knowledge in adjusting medications based on symptom burden and guideline recommendations in COPD and are equipped with the proper knowledge to address quality measures.",0,0,,Article,0
Types of Social Support That Colorectal Cancer Survivors Need by Treatment Phase,"Yoon, Jaehee; Jeong, Donghoon; Son, Heesook; LIPPINCOTT WILLIAMS & WILKINS; Yoon, Jaehee; Jeong, Donghoon; Son, Heesook; Son, Heesook; Son, Heesook; Yoon, Jaehee; YOON, JAEHEE",2023,CANCER NURSING,10.1097/NCC.0000000000001144,WOS:001089906600005,South Korea,"BackgroundEvaluating the needs of colorectal cancer survivors is critical for developing and providing effective supportive services; however, little is known about the specific needs of the survivors.ObjectivesThe aim of this study was to examine the types of social support that colorectal cancer survivors need at each treatment phase.MethodsData were extracted using text-mining analysis from posts on an online self-help group for colorectal cancer survivors in Korea from 2011 to 2020. Classification analysis was performed based on the frequency of terms posted, and word clouds were created.ResultsIn the pretreatment phase, support for pain and diagnostic testing were needed. In the treatment phase, needing support for colorectal cancer treatment and managing subsequent adverse events were frequently mentioned. In the posttreatment phase, informational interventions providing information on adjusting to changes in bowel functions and preventing cancer recurrence were needed.ConclusionsThere were differences in the types of social support and the number of words frequently used across phases of treatment, highlighting the need for phase-specific supportive interventions. The highest identified needs, including colorectal cancer treatment and adverse events in the treatment phase, suggest that colorectal cancer survivors need additional information about treatment within the healthcare system.Implications for PracticeColorectal cancer survivors have specific needs that vary by their treatment stage. Supportive services that reflect the needs of each treatment phase are needed to improve the physical and mental health and quality of life of colorectal cancer survivors.",0,0,Colorectal cancer survivors; Social support; Text mining; Treatment phase; QUALITY-OF-LIFE; CARE NEEDS; PEOPLE; PERSPECTIVES; INFORMATION; EXPERIENCE,Article,1
Exploring the perceptions and experiences of female's with ß-thalassemia major in a Tertiary Care Private Hospital in Pakistan,"Jabeen, Rawshan; Ansari, Iqra; Durrani, Butool; Salman, Mubarak Jabeen; Mazhar, Laraib; Ansari, Muhammad Usman Hussain; Ansari, Ali Hussain; Kabani, Saba; Ansari, Saqib Husain; ELSEVIER FRANCE-EDITIONS SCIENTIFIQUES MEDICALES ELSEVIER; Jabeen, Rawshan; Durrani, Butool; Ansari, Muhammad Usman Hussain; Ansari, Ali Hussain; Jabeen, Rawshan; Ansari, Iqra; Salman, Mubarak Jabeen; Ansari, Saqib Husain; Mazhar, Laraib; Kabani, Saba; Jabeen, Rawshan; Jabeen, Rawshan; Durrani, Butool; Jabeen, Rawshan",2024,TRANSFUSION CLINIQUE ET BIOLOGIQUE,10.1016/j.tracli.2024.06.008,WOS:001368456900001,Pakistan; USA; Kuwait,"Introduction: ss-Thalassemia, a genetic condition which influences both the physical and emotional facets of individuals specially females while also exerting substantial financial strain on families and healthcare systems. Recognizing the pivotal influence of social support, particularly on mental well-being, this study endeavors to delve into the shared psychosocial challenges experienced by females grappling with ss-thalassemia major. Methods: Employing a qualitative-descriptive methodology and purposive sampling, this study conducted in-depth interviews with forty-two young girls, 18.64 +/- 4.27, diagnosed with ss-thalassemia major and representing diverse academic backgrounds, using a semi-structured in-depth interview guide. NVIVO-12 software facilitated extended data analysis, encompassing coding, categorization, theme development, and mind-mapping techniques to unravel nuanced insights from the collected data. Findings: This groundbreaking study delves into the psychosocial factors that impact the well-being of female ss-thalassemia patients. The research highlights the key factors that positively contribute to their quality of life by conducting thorough inductive content analysis. These include receiving an education, having robust family support, experiencing overall life satisfaction, and making meaningful societal contributions. The findings of this study can be used to improve the lives of female ss-thalassemia patients and enhance their overall well-being. Contrariwise, notable impediments encompassed depression, social isolation, limited access to insurance services, challenges in educational and employment spheres, as well as difficulties in nurturing social relationships. These findings underscore the multifaceted influences shaping the quality of life for girls navigating ss-thalassemia, shedding light on empowering and challenging elements within their experiences. Conclusion: In conclusion, psychosocial factors supporting or hindering the well-being of young girls with ss-thalassemia major in Pakistan include an inductive environment at homes, organizations, education, institutions with adequate knowledge of thalassemia disease among patients, and society. More research is needed to understand their needs and advocate for societal support and acceptance. Family and friends support are crucial for improving their quality of life, necessitating focused efforts to provide understanding and aid within the community. (c) 2024 Soci & eacute;t & eacute; fran & ccedil;aise de transfusion sanguine (SFTS). Published by Elsevier Masson SAS. All rights are reserved, including those for text and data mining, AI training, and similar technologies.",0,0,Beta-thalassemia; Girls' well-being; Psychosocial influences on health; Young girls; DEPRESSION; PREVALENCE; ANXIETY,Article,2
Assistive Devices for Addressing Mobility Impairments Linked to Cancer and Cancer Treatment: An Expert Perspective,"Wang, Allison; Gonzaga, Kimberley; ELSEVIER SCIENCE INC; Wang, Allison; Gonzaga, Kimberley; Wang, Allison; Wang, Allison",2024,SEMINARS IN ONCOLOGY NURSING,10.1016/j.soncn.2024.151683,WOS:001290565000001,USA,"Objectives: Cancer survivors often experience mobility impairments that negatively impact their ability to engage in everyday activities. Healthcare providers working with patients in the continuum of cancer care play essential roles in identifying and addressing mobility impairments. The objective of this article is to present common assistive devices valuable in managing cancer and cancer treatment-related mobility impairments. Methods: Peer-reviewed scientific publications and expert opinions. Results: This article highlights assistive devices commonly used in various settings of cancer care and describes how they address different impairments faced by cancer survivors. The information presented can potentially serve as a resource when training clinical staff (eg, oncology nursing staff) on device provision across all settings. The information can also be useful for patients and caregivers to learn about potential functional impairments linked to cancer and treatments and assistive devices that can be useful to improve patients' functional capacity and reduce caregiver burden. Conclusion: It is essential to involve different team members to identify and select the most appropriate assistive devices that match the patient's functional needs and physical capacity and to train them in device use so they can safely carry out their daily routine. Implications for Nursing Practice: Oncology nurses are one of the first providers to identify mobility impairments in cancer patients. This article will help increase their knowledge in common assistive devices valuable for addressing various mobility impairments associated with cancer and treatments. With additional training on device provision, oncology nurses will be more empowered to collaborate with rehabilitation to identify potential mobility impairments, initiate device provision, and encourage their patients to work with therapy services. Ultimately this could reduce injuries linked to mobility impairments and improve the patient's functional independence and overall quality of life. (c) 2024 Elsevier Inc. All rights are reserved, including those for text and data mining, AI training, and similar technologies.",0,0,Assistive devices; Adaptive equipment; Cancer impairments; Activities of daily living; Transfer aids; REHABILITATION; PEOPLE; CARE; SURGERY,Article,1
Liminal Space: A Retrospective Content Analysis of Ethics Consultation for Patients Aged 18-26,"Lyons, Samantha; Freigeh, George E.; Matula, Kelly A.; Firn, Janice I.; ELSEVIER SCIENCE INC; Lyons, Samantha; Freigeh, George E.; Matula, Kelly A.; Firn, Janice I.; Firn, Janice I.; Firn, Janice I.",2024,JOURNAL OF ADOLESCENT HEALTH,10.1016/j.jadohealth.2024.05.005,WOS:001338677600001,USA,"Purpose: To characterize the primary ethical issue and contextual features of ethics consultation for patients aged 18-26 years based on setting (adult vs. pediatric). Methods: A retrospective review of 965 ethics consultation notes to identify patients aged 18-26 years cared for in the pediatric or adult setting between January 1, 2016-December 31, 2020. We collected demographic information and used conceptual content analysis to identify the primary ethical issue and contextual features for each consult and analyzed these using descriptive statistics. Results: We identified 46 consults (30 adult and 16 pediatric) for 40 unique patients (28 adult and 12 pediatric). The median age was 19 years in the pediatric setting and 24 in the adult setting. Fifty-three percent were female, 95% non-Hispanic, 68% White, and 76% were inpatient. The primary ethical issue in the adult setting was Refusal of Recommended Treatment (20%), while the dominant contextual issue was Communication Disputes/Conflicts Between the Staff and Patient (23%). The primary ethical issue for the pediatric setting was Goals of Care (31%) and the dominant contextual feature was concerns for Quality of Life (31%). Discussion: The primary ethical issues and related contextual features this population experiences differ based on setting. Improved understanding of adolescent and young adult development, especially related to values formation, decision-making, and communication skills training may ameliorate some of these challenges. Referral patterns for this age group overall and particularly for patients on the ends of the spectrum and inpatients raise concerns for ethics consultation use. Further education about ethics services is recommended. (c) 2024 Society for Adolescent Health and Medicine. All rights are reserved, including those for text and data mining, AI training, and similar technologies.",0,0,Ethics consultation; Adolescent; Young adult; Delivery of healthcare; Pediatrics; Adult care; Healthcare transition; Transition to adulthood; CLINICAL ETHICS; EXPERIENCE; ADULTHOOD; HOSPITALS; CARE,Article,2
Impact of neonatal intensive care nurses' work environments on attitudes towards patient safety: A cross-sectional study in Türkiye,"Unver, Gamze Tuncer; Isik, Bilge Sahin; ELSEVIER SCIENCE INC; Unver, Gamze Tuncer; Isik, Bilge Sahin; Unver, Gamze Tuncer; Tunçer Ünver, Gamze; TUNCER UNVER, GAMZE",2024,JOURNAL OF PEDIATRIC NURSING-NURSING CARE OF CHILDREN & FAMILIES,10.1016/j.pedn.2024.10.008,WOS:001370363300001,Turkiye,"Aim: This study aimed to determine the effect of neonatal intensive care nurses' work environment on their attitudes towards patient safety. Design: The study had a descriptive, correlational and cross-sectional designs. Methods: The study included 304 neonatal intensive care nurses in T & uuml;rkiye. The online survey included an Introductory Information Form, the Patient Safety Attitude Questionnaire and the Practice Environment Scale of the Nursing Work Index. The data collected were analyzed using descriptive statistics, comparisons, reliability and normality tests, and correlation and regression analysis. Results: While the neonatal intensive care nurses' attitudes towards safety were found to be negative, they had a favorable view of their working environments. According to the regression analysis results, quality of care; nurse manager ability, leadership, and support; staffing and resource adequacy; and nurse-physician relations affected the neonatal intensive care nurses' attitudes towards safety. Conclusion: Managers should organize neonatal intensive care environments in line with feedback from nurses. In this regard, it is recommended that managers should organize neonatal intensive care environments in line with the feedback from nurses. In this context, managers need to take measures to improve the quality of care, provide effective human resources management, and support communication within the team. In addition, it is thought that continuing strategies and programs to improve the leadership roles of manager nurses will positively affect the work environment of nurses and this situation will positively affect patient safety practices. Implication for practice: This study provides information about nurses' working environments and attitudes towards patient safety and reveals the factors affecting these attitudes among neonatal intensive care nurses. These findings are valuable for the development of interventions to improve patient safety, especially for neonatal intensive care managers, nursing services managers, and hospital managers. (c) 2024 Elsevier Inc. All rights are reserved, including those for text and data mining, AI training, and similar technologies.",0,0,Neonatal intensive care; Nurse; Patient safety; Nursing care quality; Work environment; QUALITY-OF-CARE; CULTURE; SCALE,Article,2
A sentiment analysis driven method based on public and personal preferences with correlated attributes to select online doctors,"Wu, Jian; Zhang, Guangyin; Xing, Yumei; Liu, Yujia; Zhang, Zhen; Dong, Yucheng; Herrera-Viedma, Enrique; SPRINGER; Wu, Jian; Zhang, Guangyin; Xing, Yumei; Liu, Yujia; Wu, Jian; Zhang, Guangyin; Xing, Yumei; Liu, Yujia; Zhang, Zhen; Dong, Yucheng; Herrera-Viedma, Enrique; Liu, Yujia; Liu, Yujia; HERRERA-VIEDMA, ENRIQUE; Dong, Yucheng; Zhang, Zhen; guangyin, zhang; Liu, Yujia; Wu, Jian",2023,APPLIED INTELLIGENCE,10.1007/s10489-023-04485-9,WOS:000937787700001,Peoples R China; Spain,"This paper proposes a method to assist patients in finding the most appropriate doctor for online medical consultation. To do that, it constructs an online doctor selection decision-making method that considers the correlation attributes, in which the measure of attribute correlation is derived from the history real decision data. To combine public and personal preference with correlated attributes, it proposes a Choquet integral based comprehensive online doctor ranking method. In detail, a two stage classification model based on BERT (Bidirectional Encoder Representations from Transformers) is used to extract service features from unstructured text reviews. Then, 2-additive fuzzy measure is adopted to represent the patient public group aggregated attribute preference. Next, a novel optimization model is proposed to combine the public preference and personal preference. Finally, a case study of dxy.com is carried out to illustrate the procedure of the method. The comparison result between proposed method and other traditional MADM (multi-attribute decision-making) methods prove its rationality.",0,0,Multi-attribute decision-making; Doctor selection; Online reviews; Sentiment analysis; Choquet integral; 2-additive fuzzy measure; PATIENT COMPLAINTS; SERVICE QUALITY; CARE; MODEL; SYSTEMS,Article,2
Medical data mining in sentiment analysis based on optimized swarm search feature selection,"Zeng, Daohui; Peng, Jidong; Fong, Simon; Qiu, Yining; Wong, Raymond; SPRINGER; Zeng, Daohui; Peng, Jidong; Fong, Simon; Qiu, Yining; Wong, Raymond; Fong, Simon; Fong, Simon; Teng, Zhongzhao",2018,AUSTRALASIAN PHYSICAL & ENGINEERING SCIENCES IN MEDICINE,10.1007/s13246-018-0674-3,WOS:000451676000029,Peoples R China; Australia,"In this paper, we propose a novel technique termed as optimized swarm search-based feature selection (OS-FS), which is a swarm-type of searching function that selects an ideal subset of features for enhanced classification accuracy. In terms of gaining insights from unstructured medical based texts, sentiment prediction is becoming an increasingly crucial machine learning technique. In fact, due to its robustness and accuracy, it recently gained popularity in the medical industries. Medical text mining is well known as a fundamental data analytic for sentiment prediction. To form a high-dimensional sparse matrix, a popular preprocessing step in text mining is employed to transform medical text strings to word vectors. However, such a sparse matrix poses problems to the induction of accurate sentiment prediction model. The swarm search in our proposed OS-FS can be optimized by a new feature evaluation technique called clustering-by-coefficient-of-variation. In order to find a subset of features from all the original features from the sparse matrix, this type of feature selection has been a commonly utilized dimensionality reduction technique, and has the capability to improve accuracy of the prediction model. We implement this method based on a case scenario where 279 medical articles related to meaningful use functionalities on health care quality, safety, and efficiency' from a systematic review of previous medical IT literature. For this medical text mining, a multi-class of sentiments, positive, mixed-positive, neutral and negative is recognized from the document contents. Our experimental results demonstrate the superiority of OS-FS over traditional feature selection methods in literature.",0,0,Medical text mining; Optimized swarm search-based feature selection; Sentiment prediction; Clustering-by-coefficient-of-variation,Article,3
Using sentiment analysis to review patient satisfaction data located on the internet,"Hopper, Anthony M.; Uriyo, Maria; EMERALD GROUP PUBLISHING LTD; Hopper, Anthony M.; Uriyo, Maria; Hopper, Anthony M.",2015,JOURNAL OF HEALTH ORGANIZATION AND MANAGEMENT,10.1108/JHOM-12-2011-0129,WOS:000355690700005,USA,"Purpose - The purpose of this paper is to test the usefulness of sentiment analysis and time-to-next-complaint methods in quantifying text-based information located on the internet. As important, the authors demonstrate how managers can use time-to-next-complaint techniques to organize sentiment analysis derived data into useful information, which can be shared with doctors and other staff.",0,0,Internet; Patient satisfaction; Physicians; Sentiment analysis; Time-to-next-complaint; EXPLORATION,Review,1
How Do Users Respond to Mass Vaccination Centers? A Cross-Sectional Study Using Natural Language Processing on Online Reviews to Explore User Experience and Satisfaction with COVID-19 Vaccination Centers,"Danek, Stella; Buettner, Martha; Krois, Joachim; Schwendicke, Falk; MDPI; Danek, Stella; Danek, Stella; Buttner, Martha; Büttner, Martha; Schwendicke, Falk",2023,VACCINES,10.3390/vaccines11010144,WOS:000915966100001,Germany,"To reach large groups of vaccine recipients, several high-income countries introduced mass vaccination centers for COVID-19. Understanding user experiences of these novel structures can help optimize their design and increase patient satisfaction and vaccine uptake. This study drew on user online reviews of vaccination centers to assess user experience and identify its key determinants over time, by sentiment, and by interaction. Machine learning methods were used to analyze Google reviews of six COVID-19 mass vaccination centers in Berlin from December 2020 to December 2021. 3647 user online reviews were included in the analysis. Of these, 89% (3261/3647) were positive according to user rating (four to five of five stars). A total of 85% (2740/3647) of all reviews contained text. Topic modeling of the reviews containing text identified five optimally latent topics, and keyword extraction identified 47 salient keywords. The most important themes were organization, friendliness/responsiveness, and patient flow/wait time. Key interactions for users of vaccination centers included waiting, scheduling, transit, and the vaccination itself. Keywords connected to scheduling and efficiency, such as ""appointment"" and ""wait"", were most prominent in negative reviews. Over time, the average rating score decreased from 4.7 to 4.1, and waiting and duration became more salient keywords. Overall, mass vaccination centers appear to be positively perceived, yet users became more critical over the one-year period of the pandemic vaccination campaign observed. The study shows that online reviews can provide real-time insights into newly set-up infrastructures, and policymakers should consider their use to monitor the population's response over time.",0,0,mass vaccination centers; national vaccination campaign; vaccine uptake; patient satisfaction; patient experience; health services design; pandemic response; online reviews; natural language processing; machine learning; text mining; topic modeling; keyword extraction; SOCIAL MEDIA; VACCINES; HEALTH; CARE,Article,7
Using Natural Language Processing and Sentiment Analysis to Augment Traditional User-Centered Design: Development and Usability Study,"Petersen, Curtis Lee; Halter, Ryan; Kotz, David; Loeb, Lorie; Cook, Summer; Pidgeon, Dawna; Christensen, Brock C.; Batsis, John A.; JMIR PUBLICATIONS, INC; Petersen, Curtis Lee; Petersen, Curtis Lee; Christensen, Brock C.; Halter, Ryan; Kotz, David; Loeb, Lorie; Cook, Summer; Pidgeon, Dawna; Christensen, Brock C.; Christensen, Brock C.; Batsis, John A.; Batsis, John A.; Batsis, John A.; Batsis, John A.; Batsis, John; Christensen, Brock; Batsis, John; Kotz, David; Loeb, Lorie; Cook, Summer",2020,JMIR MHEALTH AND UHEALTH,10.2196/16862,WOS:000617733800001,USA,"Background: Sarcopenia, defined as the age-associated loss of muscle mass and strength, can be effectively mitigated through resistance-based physical activity. With compliance at approximately 40% for home-based exercise prescriptions, implementing a remote sensing system would help patients and clinicians to better understand treatment progress and increase compliance. The inclusion of end users in the development of mobile apps for remote-sensing systems can ensure that they are both user friendly and facilitate compliance. With advancements in natural language processing (NLP), there is potential for these methods to be used with data collected through the user-centered design process.",0,0,aged adults; sarcopenia; remote sensing technology; telemedicine; mobile phone; MUSCLE STRENGTH; GRIP STRENGTH; SOCIAL MEDIA; OLDER-ADULTS; HEALTH; CARE; TECHNOLOGY; SARCOPENIA; MOBILITY; ISSUES,Article,2
Natural Language Processing to Extract Meaningful Information from Patient Experience Feedback,"Nawab, Khalid; Ramsey, Gretchen; Schreiber, Richard; GEORG THIEME VERLAG KG; Nawab, Khalid; Ramsey, Gretchen; Schreiber, Richard; Schreiber, Richard; Schreiber, Richard; Schreiber, Richard; Nawab, Khalid; Schreiber, Richard; Schreiber, Richard",2020,APPLIED CLINICAL INFORMATICS,10.1055/s-0040-1708049,WOS:000526760200002,USA,"Background Due to reimbursement tied in part to patients' perception of their care, hospitals continue to stress obtaining patient feedback and understanding it to plan interventions to improve patients' experience. We demonstrate the use of natural language processing (NLP) to extract meaningful information from patient feedback obtained through Press Ganey surveys.",0,0,natural language processing; knowledge modeling and representation; patient satisfaction; patient engagement; patient; consumer health; QUALITY-OF-LIFE; MORTALITY; HEALTH; REVIEWS; ONLINE; CARE,Article,5
